name,avg_rating
Country Burger - 14th Street,4.699999809265137
Northern Tap House (Eau Claire),4.699999809265137
Now Make Me a Sandwich,4.699999809265137
McMenamins Broadway Pub,4.699999809265137
Killer Burger (Hazel Dell),4.699999809265137
Killer Burger (East Vancouver),4.699999809265137
Kidd Valley (Kenmore),4.699999809265137
McDonald's® (15700 WOODS EDGE RD),4.699999809265137
Kidd Valley (Aurora),4.699999809265137
McDonald's® (13Th &amp; New York Avenue),4.699999809265137
Kerbey Lane Cafe (San Marcos),4.699999809265137
751-Bonefish Grill (6081 Harbour Park Dr),4.699999809265137
750-Bonefish Grill (340 Oyster Point Rd),4.699999809265137
Katie Downs,4.699999809265137
7202-Bonefish Grill (4800 Whitesburg Dr S),4.699999809265137
705-Bonefish Grill (43135 Broadlands Center Plz),4.699999809265137
Arby's (2821 Hendrickson Dr),4.699999809265137
#601 Village Burger Bar - Watters Creek,4.699999809265137
McDonald's® (12730 HARBOR DR),4.699999809265137
McMenamins Pub at Elks Temple,4.699999809265137
7-Eleven (2122 N. Pines),4.699999809265137
McMenamins Queen Anne,4.699999809265137
Chili's (45555 Eastern Plaza),4.699999809265137
McMenamins Six Arms,4.699999809265137
Jupiter burger,4.699999809265137
Basic Burger,4.699999809265137
206 burger company,4.699999809265137
McDonald's® (12700 SHOPS LN),4.699999809265137
Juliano's Pizza,4.699999809265137
Ohana Hawaiian Cafe,4.699999809265137
Old Chicago 65 (2495 South Oneida Street),4.699999809265137
Cafe Republic,4.699999809265137
Jonuzis Pizza,4.699999809265137
Across the Pond,4.699999809265137
7-Eleven (1300 Lakeway Dr),4.699999809265137
McMenamins St. Johns Theater &amp; Pub,4.699999809265137
Johnny’s Carry Out,4.699999809265137
Cracker Barrel Old Country Store (106 S Carter Rd),4.699999809265137
Johnny Rockets (418 Ramsay Way- FC 1),4.699999809265137
Johnny Rockets (300 E Monticello Ave),4.699999809265137
Ole Ole,4.699999809265137
Olive Burger (Plano),4.699999809265137
Olive Burger (Richardson),4.699999809265137
McDonald's® (1225 S UNIVERSITY AVE),4.699999809265137
Joe's Crab Shack (3040 Western Center Blvd),4.699999809265137
McDonald's® (1200 LEAGUE LINE RD),4.699999809265137
Cafe Benelux,4.699999809265137
Jimmys Big Burger,4.699999809265137
Jimmy Da Greek's Deli,4.699999809265137
McNamara’s Pub and Restaurant,4.699999809265137
Jim ‘N Nick’s Bar-B-Q (Gardendale),4.699999809265137
Jim 'N Nicks Bar-B-Q (Alabaster),4.699999809265137
Cracker Barrel Old Country Store (2400 Sierra Dr),4.699999809265137
Jet Room Pat O'Malley's,4.699999809265137
McDonald's® (107 HORIZON DR),4.699999809265137
CIRCA at Foggy Bottom (Foggy Bottom),4.699999809265137
Jerk Chicken festival,4.699999809265137
Arby's (2219 South I-35 N),4.699999809265137
Buzz Inn Steakhouse (Everett - Evergreen),4.699999809265137
Jay's Cafe,4.699999809265137
On the Bus,4.699999809265137
Arby's (2101 Morse Street),4.699999809265137
Meat &amp; Potato Eatery (McHenry),4.699999809265137
Buster's American Kitchen (Springfield),4.699999809265137
McDonald's® (Morgan &amp; 27th St),4.699999809265137
Jackie's,4.699999809265137
Opa! Greek Taverna,4.699999809265137
Opa! Mezze Grill,4.699999809265137
McDonald's® (1024 MISSION ST),4.699999809265137
Jack in the Box (8502 Aurora Ave N),4.699999809265137
Mecho's Dominican Kitchen,4.699999809265137
Jack in the Box (8470) 4717 Evergreen Way,4.699999809265137
Jack in the Box (8344) 11800 Mulilteo Speedway,4.699999809265137
Orderup,4.699999809265137
Jack in the Box (8308) 9603 State Ave,4.699999809265137
Oseyo,4.699999809265137
McDonald's® (10216 DUMFRIES RD),4.699999809265137
Osteria Marzano,4.699999809265137
Jack in the Box (8215 Martin Way E),4.699999809265137
Jack in the Box (408 N. Chelan Ave),4.699999809265137
7-Eleven (924 E Empire Ave),4.699999809265137
Jack in the Box (2054 6th Ave),4.699999809265137
Jack in the Box (201 W Parker Rd),4.699999809265137
Jack in the Box (1467 Olney St Se),4.699999809265137
Jack in the Box (1275 Center Dr),4.699999809265137
Jack in the Box (12409 NE  116th St),4.699999809265137
Mediterranean Gyro Grill (Federal Way),4.699999809265137
7-Eleven (887 E 400 South),4.699999809265137
Burgers Supreme (University Pkwy),4.699999809265137
Burgers &amp; Curries,4.699999809265137
McDonald's® (1000 DIVISION ST),4.699999809265137
McDonald's Bayamon Oeste,4.699999809265137
BurgerFi Fort Worth,4.699999809265137
BurgerFi Charlottesville-5th Street Station,4.699999809265137
McDonald's (62 E Midland Trl),4.699999809265137
Arby's (16630 I-45 SOUTH),4.699999809265137
Ixtapa Family Mexican Restaurant Lynnwood,4.699999809265137
Ixta-Tacos,4.699999809265137
Burger Street (Parker Road),4.699999809265137
Italiano's Pizza,4.699999809265137
B3 Breakfast and Burger Bar,4.699999809265137
Arby's (15822 First Ave S),4.699999809265137
Arby's (1551 Gulf Shores Pkwy),4.699999809265137
Burger Ranch,4.699999809265137
Chili's (113 E. Hwy 114),4.699999809265137
Industry (San Marcos),4.699999809265137
In a Bun (SEA12-1),4.699999809265137
Burger King Bayamon Oeste,4.699999809265137
IHOP 1744,4.699999809265137
McDonald's® (Greenway &amp; John Q Hammons),4.699999809265137
IHOP (Plazoleta del Cantón),4.699999809265137
Melito's,4.699999809265137
IHOP (9820  W. Broad St),4.699999809265137
IHOP (935 North Stafford St),4.699999809265137
IHOP (7694 Richmond Hwy),4.699999809265137
IHOP (7495 Iron Bar Lane),4.699999809265137
IHOP (6206 Interparcel Road),4.699999809265137
IHOP (4764 Valley View Blvd Nw),4.699999809265137
IHOP (3495 Linden Dr),4.699999809265137
IHOP (3425-A Jefferson Davis Hwy),4.699999809265137
IHOP (27149 185th Ave SE- Ste 115),4.699999809265137
Melt (Hoover),4.699999809265137
IHOP (2008 North Mountain Road),4.699999809265137
IHOP (2005 S Main St),4.699999809265137
McDonald's (515 W Main St),4.699999809265137
IHOP (178 Sw Campus Dr),4.699999809265137
McDonald's (502 W Stanley St),4.699999809265137
Hyde Park Bar &amp; Grill (Duval),4.699999809265137
Burger King (975 West Red Cliff Drive),4.699999809265137
Outback Steakhouse (808 Interstate 45 North),4.699999809265137
Burger King (9178 Chamberlayne Avenue),4.699999809265137
7-Eleven (8434 Frye Rd),4.699999809265137
Hula Boy Char Broil,4.699999809265137
Arby's (1131 Westowne Dr),4.699999809265137
7-Eleven (841 Canal Dr),4.699999809265137
Hops n Drops (Spokane North),4.699999809265137
Hops n Drops (Lynnwood),4.699999809265137
Crafthouse (Reston),4.699999809265137
Hops n Drops (Lakewood),4.699999809265137
Bayseas Seafood - Jones Maltsberger,4.699999809265137
Crafty Cow Tosa,4.699999809265137
McDonald's® (Canyon Park),4.699999809265137
McDonald's® (Burke-Burke Ctr.),4.699999809265137
Hops n Drops (Lacey),4.699999809265137
Meteor Hamburgers,4.699999809265137
Hops n Drops (Kennewick),4.699999809265137
Hops n Drops (Bonney Lake),4.699999809265137
Metro Diner (Dothan),4.699999809265137
Metro Diner (Fredericksburg),4.699999809265137
POGIBOY DC,4.699999809265137
Metro Diner (Huntsville - Airport),4.699999809265137
Pacific Pasta,4.699999809265137
CraveBurger (3009 Old Forest Road),4.699999809265137
Afrah Mediterranean Restaurant and Pastries,4.699999809265137
Arby's (1019 S Hastings Way),4.699999809265137
Metro Diner (Inverness Birmingham),4.699999809265137
Paisano's Pizza (3650 South Glebe Road #185),4.699999809265137
Paisano's Pizza (7711 Fordson Road),4.699999809265137
Arby's (100 Debaun Loop),4.699999809265137
Hootie's Bait &amp; Tackle (1211 Huguenot Rd.),4.699999809265137
Hooters (Fredericksburg),4.699999809265137
Aracosia McLean,4.699999809265137
7-Eleven (2509 Ne Parkway),4.699999809265137
Metro Diner (Madison),4.699999809265137
McDonald's® (Brookhollow),4.699999809265137
Honey Berry Pancakes &amp; Cafe (Brookfield),4.699999809265137
Holy Cow (Del Ray),4.699999809265137
Mexico Lindo,4.699999809265137
Cristina's Fine Mexican Restaurant (Southlake Blvd),4.699999809265137
Crooked Pint Ale House (Onlaska),4.699999809265137
Hoffbrau Steak &amp; Grill House (Benbrook),4.699999809265137
7-Eleven (2694 State St),4.699999809265137
HipCityVeg DuPont,4.699999809265137
Mexico Restaurant (Ashland),4.699999809265137
Mexico Restaurant (Forest Hill Ave),4.699999809265137
Burger King (5906 Old Centreville Road),4.699999809265137
Chief's BBQ,4.699999809265137
Beer 88,4.699999809265137
yogis deli and grill,4.699999809265137
Highlander Pizza,4.699999809265137
Chicks Market,4.699999809265137
Patriotic Pig BBQ,4.699999809265137
mezcal cantina mexican kitchen,4.699999809265137
Burger King (524 Laskin Road),4.699999809265137
Cuna del Sol,4.699999809265137
baba Spokane,4.699999809265137
Herfy's Burger (Renton),4.699999809265137
Herfy's (Lakewood),4.699999809265137
7-Eleven (100 Bellevue Way),4.699999809265137
Bella Luna Ristorante Italiano,4.699999809265137
McDonald's® (Bellevue-Eastgat),4.699999809265137
Burger King (51 Washington Avenue),4.699999809265137
Henny's Chicken &amp; Bun (Ballinger Way),4.699999809265137
Bellacino's Pizza &amp; Grinders,4.699999809265137
Aladdin Mediterranean Cafe,4.699999809265137
Perch,4.699999809265137
Mi Patria | Restaurant &amp; Grill,4.699999809265137
Heckman's Delicatessen,4.699999809265137
Zikrayet,4.699999809265137
Heathen Brewing Feral Public House,4.699999809265137
Benji's Deli &amp; Restaurant (4156 N Oakland Ave),4.699999809265137
Perkins (1504 Hwy 97),4.699999809265137
Zeleno,4.699999809265137
Perkins Restaurant &amp; Bakery (1730 Dell Range Blvd),4.699999809265137
Perkins Restaurant &amp; Bakery (2306 East Mason Street),4.699999809265137
Zappos Pizza,4.699999809265137
Haydee's Restaurant,4.699999809265137
Hawk's Bar and Grill,4.699999809265137
Zaika (Pike St),4.699999809265137
Zaalook,4.699999809265137
Yummy Burgers &amp; BBQ - Richardson,4.699999809265137
Perkins Restaurant &amp; Bakery (Madison III - Hayes Rd.),4.699999809265137
Yum's II,4.699999809265137
Pete's Tako House (Brooklyn Ave),4.699999809265137
DC PIZZA &amp; KABOB,4.699999809265137
Bertucci's (Springfield),4.699999809265137
Ye Ole Butcher Shop,4.699999809265137
Best Burgers,4.699999809265137
Hashtag Pizza &amp; Subs,4.699999809265137
Harry's Taco,4.699999809265137
Philly Vegan,4.699999809265137
Harry's Bar and Grill,4.699999809265137
7-Eleven (3235 East 3300 South),4.699999809265137
McDonald's® (Nwq Hwy 66/Dalrock),4.699999809265137
7-Eleven (3301 N Oakland Ave),4.699999809265137
Piedmont Bar &amp; Kitchen,4.699999809265137
7-Eleven (331 S Whiting St),4.699999809265137
Da Tiki Hut,4.699999809265137
Woodblock,4.699999809265137
Burger King (412 South Street),4.699999809265137
Pig Patas Tacos,4.699999809265137
Applebee's (Tyler),4.699999809265137
Daddyz' Kitchen (Forest Hill),4.699999809265137
Wisconsin Pizza Authority,4.699999809265137
Wings-Go,4.699999809265137
Burger King (3880 North 124th Street),4.699999809265137
McDonald's® (Old Keene Mill),4.699999809265137
#310 Snuffer's -Colleyville,4.699999809265137
Pita Pit (309 W 12th St),4.699999809265137
McDonald's (1688 Main St),4.699999809265137
Hardee's 2271 (538 Second Street),4.699999809265137
Applebee's (Staunton),4.699999809265137
Wildfire (McLean),4.699999809265137
Hardee's (3401 N Ballard Rd),4.699999809265137
Pizza Boli's Wisconsin Avenue,4.699999809265137
Pizza Bolis (Dumfries),4.699999809265137
Wild Burger (6 Bellis Fair Pkwy.),4.699999809265137
McDonald's® (Olympia-Harrison),4.699999809265137
Wild Burger (356 Laskin Rd.),4.699999809265137
Dairy Queen (15414 Meridian St E),4.699999809265137
Mid Atlantic Seafood,4.699999809265137
McDonald's® (Auburn/Auburn Wy),4.699999809265137
7-Eleven (12400 Se 312Th St),4.699999809265137
Dairy Queen (2425 Ave K),4.699999809265137
Wild Burger (14702 E Indiana Ave.),4.699999809265137
Wienerschnitzel (415 E. Bethany Drive),4.699999809265137
Mike's New York Deli,4.699999809265137
Wicho's Mexican Deli,4.699999809265137
Wibbley's Gourmet Hamburgers,4.699999809265137
Azar’s Mediterranean Grill,4.699999809265137
Pizza Schmizza (Pearl District),4.699999809265137
7-Eleven (10231 Carnoch Way),4.699999809265137
Pizza Time,4.699999809265137
BGR - The Burger Joint (Arlington),4.699999809265137
Burger King (269 Garrisonville Road),4.699999809265137
Burger King (2680 Market Street),4.699999809265137
Whiskey &amp; Oyster,4.699999809265137
Dairy Queen (6925 University Ave),4.699999809265137
Whataburger (4040 S Interstate 35),4.699999809265137
Dairy Queen (7713 MacArthur Blvd),4.699999809265137
Plant B (Bethesda),4.699999809265137
Burger King (2605 Jacksboro Hwy),4.699999809265137
Burger King (2565 E President George Bush Hwy),4.699999809265137
Plant B (Richardson),4.699999809265137
Burger King (2501 Queensgate Dr),4.699999809265137
Wendy's (9541 White Settlement Road),4.699999809265137
Playa Azul (River Road),4.699999809265137
Wendy's (7701 Summert Creek Dr),4.699999809265137
Plaza Degollado (Virginia Beach),4.699999809265137
Azar's Restaurant,4.699999809265137
Wendy's  (997 North State Street),4.699999809265137
BGR - The Burger Joint (Springfield),4.699999809265137
Plum Delicious,4.699999809265137
Dairy Queen (I35 &amp; Ovilla Rd),4.699999809265137
Poe's Pub,4.699999809265137
Wendy's  (9286 South 700 E.),4.699999809265137
Wendy's  (9221 BENBROOK BLVD.),4.699999809265137
Pollo El Rey,4.699999809265137
Burger King (228 West River Street),4.699999809265137
Wendy's  (7940 S. Howell),4.699999809265137
Dairy Queen Grill &amp; Chill (11128 County Line Rd),4.699999809265137
Dairy Queen Grill &amp; Chill (1221 N Pines Rd),4.699999809265137
Milwaukee Brat House (Shorewood),4.699999809265137
Wendy's  (7530 Little River Tpke),4.699999809265137
Wendy's  (7391 Lee Highway),4.699999809265137
Mazatlan Mexican Restaurant - Lakewood- WA,4.699999809265137
Wendy's  (704 S. Greenville),4.699999809265137
Dairy Queen Grill &amp; Chill (14310 Ambaum Blvd SW),4.699999809265137
Gyros House Mediterranean Cuisine,4.699999809265137
Maya Mexican Restaurant (Homewood),4.699999809265137
McDonald's® (Alex-N Hnry/Roys),4.699999809265137
Wendy's  (6056 Burke Commons Road),4.699999809265137
Wendy's  (5900 CAMP BOWIE BLVD.),4.699999809265137
Chili's (300 East Rollins Road),4.699999809265137
Wendy's  (525 W Broadway),4.699999809265137
Mim's Food,4.699999809265137
Gyros &amp; Kabobs,4.699999809265137
McDonald's® (Lawe &amp; Sarah),4.699999809265137
Dairy Queen Grill &amp; Chill (2003 S Douglas Hwy),4.699999809265137
Pride Burger,4.699999809265137
Wendy's  (46350 Potomac Run Plaza),4.699999809265137
Dairy Queen Grill &amp; Chill (20511 Bothell Everett Hwy SE),4.699999809265137
Wendy's  (4371 Meridian Street),4.699999809265137
Wendy's  (42035 Village Center Plz),4.699999809265137
Chopsmith,4.699999809265137
Wendy's  (411 East Maple Av),4.699999809265137
Dairy Queen Grill &amp; Chill (2240 S Ridge Rd),4.699999809265137
Matchbox Cathedral Commons,4.699999809265137
7-Eleven (4020 Ne 4Th St),4.699999809265137
Puerto Vallarta Restaurant,4.699999809265137
Wendy's  (3431 Columbia Pike),4.699999809265137
Gyro &amp; Kabob Grill,4.699999809265137
Punto Criollo,4.699999809265137
Wendy's  (3149 W 3500 S),4.699999809265137
Pupuseria El Salvadoreño,4.699999809265137
Dairy Queen Grill &amp; Chill (2532 Glendale Ave),4.699999809265137
Dairy Queen Grill &amp; Chill (3001 N Pearl St),4.699999809265137
Purple Patch,4.699999809265137
Puttanesca Italiana Trattoria Los Paseos,4.699999809265137
Dairy Queen Grill &amp; Chill (3030 Fish Hatchery Rd),4.699999809265137
Quarry House Tavern,4.699999809265137
Dairy Queen Grill &amp; Chill (3080 148th Ave SE),4.699999809265137
Quattro Formaggi,4.699999809265137
Mission,4.699999809265137
Mission Navy Yard,4.699999809265137
Wendy's  (2433 N Richmond Rd),4.699999809265137
Marx Cafe,4.699999809265137
Wendy's  (2355 N. Franklin St),4.699999809265137
Wendy's  (22928 Bothell-Everett Highway),4.699999809265137
Wendy's  (2130 E. SOUTHLAKE BLVD.),4.699999809265137
RD’s Smokehouse Barbecue,4.699999809265137
Wendy's  (1607 W. Main Street),4.699999809265137
Austin Grill,4.699999809265137
Market Street Pizza,4.699999809265137
Wendy's  (1560 South Main Street),4.699999809265137
Dairy Queen Grill &amp; Chill (4170 Cordata Pkwy),4.699999809265137
Wendy's  (145 Garrisonville Road),4.699999809265137
Ragtime (Courthouse),4.699999809265137
Dairy Queen Grill &amp; Chill (4545 Yelm Hwy SE),4.699999809265137
Wendy's  (1361 N. Redwood Road),4.699999809265137
Wendy's  (1204 N HIGHWAY 377),4.699999809265137
Dairy Queen Grill &amp; Chill (575 N Cache),4.699999809265137
Wendy's  (1201 North Barker Road),4.699999809265137
Wendy's  (11744 Lake City Way),4.699999809265137
Wendy's  (10700 Bulloch Drive),4.699999809265137
Dairy Queen Grill &amp; Chill (701 Harrison Ave),4.699999809265137
Wayback Burger (1645 140th Avenue NE),4.699999809265137
McDonald's® (Ft. Worth-3012 W. Berry Street (Ds 598)),4.699999809265137
Augie’s Mussel House &amp; Patio,4.699999809265137
Wawa 8640 (23055 Oakgrove Rd.),4.699999809265137
Wawa 6003 (1222 Wisconsin Ave Nw),4.699999809265137
Wave Sushi Island Grill,4.699999809265137
Burger King (1804 West Francis Ave.),4.699999809265137
Marinos Pizza &amp; subs,4.699999809265137
Momo's Cafe,4.699999809265137
Wasatch Brew Pub (Sugar House),4.699999809265137
Razzoo's Cajun Cafe (Tyler),4.699999809265137
Walk-On’s Sports Bistreaux (Hollywood Park),4.699999809265137
Rebellion On The Pike,4.699999809265137
Dairy Queen Grill &amp; Chill (9011 Silver Brook Rd),4.699999809265137
Dairy Queen Grill &amp; Chill (950 N Franklin St),4.699999809265137
Greek Souvlaki (Murray),4.699999809265137
Dairy Queen Grill &amp; Chill (S69W15459 W Janesville Rd),4.699999809265137
Greek Souvlaki (Downtown),4.699999809265137
Mariana's Kitchen,4.699999809265137
Burger King (1748 East Isaacs Avenue),4.699999809265137
Red Lobster (15700 Shady Grove Road),4.699999809265137
Red Lobster (1648 Rio Road E),4.699999809265137
Red Lobster (17415 US 281 N),4.699999809265137
7-Eleven (12355 15Th Ave Ne),4.699999809265137
Great American Diner &amp; Bar,4.699999809265137
Walgreens (603 Elden St),4.699999809265137
Red Lobster (2801 South I-35 East),4.699999809265137
Red Lobster (3116 Montgomery Hwy),4.699999809265137
Walgreens (470 Grant Rd),4.699999809265137
Red Lobster (3815 S. Lamar Blvd.),4.699999809265137
Burger King (1450 Fourth Street),4.699999809265137
Applebee's (Mchenry),4.699999809265137
Walgreens (3614 KING STREET),4.699999809265137
Red Lobster (4505 Martin Way East),4.699999809265137
7-Eleven (735 E Ocean View Ave),4.699999809265137
Maria's Cocina Mexicana,4.699999809265137
Burger King (1315 - 4th Street),4.699999809265137
Chutneys (Queen Anne),4.699999809265137
Red Lobster (8210 I-H 35- N.),4.699999809265137
Good Stuff Eatery (Crystal City),4.699999809265137
Good Stuff Eatery,4.699999809265137
Burger King (125 North Kimbal Avenue),4.699999809265137
Red Robin (5031 N Garland Ave),4.699999809265137
Good Burger,4.699999809265137
Burger King (1185 South Main),4.699999809265137
Golden Meals,4.699999809265137
Golden Gyros,4.699999809265137
Burger King (11431 Midlothian Turnpike),4.699999809265137
Red Robin Gourmet Burgers (1088 Nimmo Pkwy),4.699999809265137
Walgreens (16423 Larch Way),4.699999809265137
McDonald's® (9001 CENTERVILLE RD),4.699999809265137
Marcia's Silver Spoon,4.699999809265137
Glory Days Grill (Winchester),4.699999809265137
Red Robin Gourmet Burgers (1535 E Rio Rd),4.699999809265137
Burger King (11 West Center Street),4.699999809265137
Red Robin Gourmet Burgers (1701 William D Tate. Ave),4.699999809265137
Glory Days Grill (Ranson),4.699999809265137
McDonald's® (Lee Hwy-Arlingtn),4.699999809265137
Walgreens (10650 Toepperwein Rd),4.699999809265137
Walgreens (1050 N Miller St),4.699999809265137
Glory Days Grill (Burke),4.699999809265137
Wagshal's,4.699999809265137
Monterey’s Pizza,4.699999809265137
Waddell's Pub and Grill,4.699999809265137
Red Robin Gourmet Burgers (3111 Midwestern Pkwy #470),4.699999809265137
Giovanni's Pizza,4.699999809265137
Von Ebert Brewing (Glendoveer),4.699999809265137
Manoli Canoli (Chevy Chase),4.699999809265137
Manny &amp; Olga's Pizza (Georgetown),4.699999809265137
Viva Mexico (Des Moines),4.699999809265137
Red Robin Gourmet Burgers (600 S Koeller St),4.699999809265137
Red Robin Gourmet Burgers (6331 Seven Corners Center),4.699999809265137
Chesters Hamburgers,4.699999809265137
Red Robin Gourmet Burgers (6610 Greenbay Rd Suite #100),4.699999809265137
Village Inn (313 Independence Blvd),4.699999809265137
Village Inn (1509 Cedar Rd.),4.699999809265137
Vernele’s New Orleans Bakery &amp; Cafe,4.699999809265137
Applebee's (Harrisonburg),4.699999809265137
Velvet Taco (The Pearl),4.699999809265137
Velvet Taco (Rim Crossing),4.699999809265137
Citipizza (Arlington),4.699999809265137
Cherry-O To Go - Southern Style Cuisine,4.699999809265137
Velvet Taco ( Lubbock ),4.699999809265137
BJ's Restaurant &amp; Brewhouse (Longview #579),4.699999809265137
Dalrock Diner,4.699999809265137
Velocity Wings (Manassas),4.699999809265137
Big Deal Burgers &amp; Custard,4.699999809265137
Big Fish Grill (Woodinville),4.699999809265137
Red Wagon Burgers,4.699999809265137
Daniel O'Connell's Restaurant &amp; Bar (Old Town Alexandria),4.699999809265137
Veggie Grill (University Village),4.699999809265137
Urban Smoke Bar and Grill,4.699999809265137
7-Eleven (4154 S Four Mile Run Dr),4.699999809265137
Uptown Grill,4.699999809265137
McDonald's® (9 SEMPLE FARM RD),4.699999809265137
Alejandro's Grill &amp; Cantina,4.699999809265137
Burger Island (Garland),4.699999809265137
Restaurante Candela Bar &amp; Grill,4.699999809265137
7-Eleven (420 Monticello Ave),4.699999809265137
Rewind Diner,4.699999809265137
Rhein Haus - Tacoma,4.699999809265137
Uno Pizzeria &amp; Grill (Falls Church),4.699999809265137
Uno Pizzeria &amp; Grill (3010 Crossroads Drive),4.699999809265137
McDonald's® (876 NEVITT RD),4.699999809265137
Rhythm Bar &amp; Grill,4.699999809265137
Uno Pizzeria &amp; Grill (10701 Bulloch Drive),4.699999809265137
Morton's The Steakhouse  (7400 Wisconsin Avenue),4.699999809265137
Gatsby,4.699999809265137
Dave &amp; Buster's (Gaithersburg),4.699999809265137
Applebee's (Fairfax),4.699999809265137
Garcia's Family Mexican Restaurant,4.699999809265137
Burger Broiler (Tacoma),4.699999809265137
Umami,4.699999809265137
Ristorante Piccolo,4.699999809265137
Big Tony's West Philly Cheesesteaks (Allen),4.699999809265137
Big panda,4.699999809265137
Alive Juice Bar,4.699999809265137
Big'z Burger Joint,4.699999809265137
Galos Flame Grilled Chicken,4.699999809265137
All About Burger (Arlington),4.699999809265137
Burger Box (5609 Crowley Rd- Fort Worth),4.699999809265137
Del Frisco's Double (950 I St. NW Unit #501),4.699999809265137
Del Frisco's Grille (1200 E. Southlake Blvd.),4.699999809265137
City Tap House - Penn Quarter,4.699999809265137
Two Guys Pizza,4.699999809265137
Burger Box,4.699999809265137
Del Taco (11507 South 4000 West | 1184),4.699999809265137
Two Doors Down,4.699999809265137
Mount Olive Restaurant,4.699999809265137
Mount Vernon Inn Restaurant,4.699999809265137
Burger 7 (Falls Church),4.699999809265137
Del Taco (1723 Ute Blvd | 1150),4.699999809265137
Twigs Bistro and Martini Bar(1321 N. Columbia Center Blvd),4.699999809265137
Twigs Bistro &amp; Martini Bar ( 4320 South Regal -Spokane),4.699999809265137
Del Taco (2000 S. 3230 West | 1037),4.699999809265137
Turcotte Butchers &amp; Deli,4.699999809265137
City Tavern,4.699999809265137
Del Taco (2618 North 1850 West | 1148),4.699999809265137
Athina Grill,4.699999809265137
Fuzzy's Taco Shop (480 W Southlake Blvd),4.699999809265137
Fuzzy's Taco Shop (310 E. Hawkins Parkway),4.699999809265137
Tsim Yung Carryout,4.699999809265137
True Legends Grill,4.699999809265137
Del Taco (5672 South 900 East | 736),4.699999809265137
True Food Kitchen (The Domain),4.699999809265137
Del Taco (6876 Redwood Rd | 876),4.699999809265137
True Food Kitchen (Reston Town Center),4.699999809265137
Del Taco (7742 Martin Way East | 1263),4.699999809265137
Cheesesteak House - Garland,4.699999809265137
Trompo Taqueria NorthWest,4.699999809265137
Maker's Union,4.699999809265137
Moxie’s Grill &amp; Bar – Southlake,4.699999809265137
Trompo Taqueria &amp; Burgers,4.699999809265137
Fuzzy's Taco Shop  (149 Willow Bend Dr),4.699999809265137
Majadito GRILL &amp; Restaurant,4.699999809265137
Alli’s Restaurant,4.699999809265137
Checkers (826 Berryville Ave.),4.699999809265137
Delia's Mediterranean Grill &amp; Brick Oven Pizza,4.699999809265137
Aloha Kitchen,4.699999809265137
Fuller's Burger Shack,4.699999809265137
Toulouse Petit,4.699999809265137
Total Wine &amp; More (2501 Rio Grande Blvd.),4.699999809265137
Topp's Pizza,4.699999809265137
Tony’s Italian Restaurant,4.699999809265137
Frontier Public House,4.699999809265137
Tomo Sushi and Grill,4.699999809265137
Fresh Set 92 (1139 NE Grand Ave),4.699999809265137
Bistro 804,4.699999809265137
Denny's (1680 N. 200 W.),4.699999809265137
Tolbert's Restaurant,4.699999809265137
BJ's Restaurant &amp; Brewhouse (Tyler #507),4.699999809265137
Toast (Midlothian),4.699999809265137
Tilly Kitchen,4.699999809265137
Thunder Burger &amp; Bar,4.699999809265137
River's Edge,4.699999809265137
Applebee's (Cedar City),4.699999809265137
Fresh Set 544 (16904 Meridian East),4.699999809265137
Denny's (2202 State Rt 530 Ne),4.699999809265137
Riverside Cafe II,4.699999809265137
Theismann's Restaurant,4.699999809265137
Fresh Set 25 (1306 N Miller Ave),4.699999809265137
Denny's (255 N 1100 West),4.699999809265137
McDonald's® (75 New York Avenue &amp; 1St Street),4.699999809265137
The Westy - West Seattle,4.699999809265137
BK Clouds LLC,4.699999809265137
Buffalo Wild Wings (524 Fort Evans Rd),4.699999809265137
Rock Bottom Brewery (740 N Plankinton Ave),4.699999809265137
The Village Bistro,4.699999809265137
Fresh Set 166 (25207 104th Ave SE),4.699999809265137
The Three Lions Pub (Downtown Redmond),4.699999809265137
The Tap Room,4.699999809265137
Alpha Pitt Smokers,4.699999809265137
Fresh Set 156 (20001 Century Blvd),4.699999809265137
The Spar,4.699999809265137
Cleveland Park Bar &amp; Grill (Cleveland Park),4.699999809265137
The Smith - Penn Quarter,4.699999809265137
The Singing Chef Cafe,4.699999809265137
The Rock Wood Fired Pizza (Tacoma),4.699999809265137
The Queen Vic (NorthEast),4.699999809265137
Rodeo Goat (Cypress Waters),4.699999809265137
Rodeo Goat (Fort Worth),4.699999809265137
Rodeo Goat (Powell),4.699999809265137
The Purple Cafe (Seattle),4.699999809265137
Alreem,4.699999809265137
Denny's (433 S Gammon Rd),4.699999809265137
The Original Pancake House (1505 William D Tate Ave),4.699999809265137
Buffalo Wild Wings (2501 Mountaineer Blvd),4.699999809265137
The Land,4.699999809265137
The Knick,4.699999809265137
Mad Rooster Cafe (Milwaukee),4.699999809265137
The Hut Diner,4.699999809265137
Rotana,4.699999809265137
Maki Fresh (Cahaba Village Plz),4.699999809265137
Foster's Grille (Vienna),4.699999809265137
Foster's Grille (Haymarket),4.699999809265137
Mr. Juicy,4.699999809265137
Foster's Grille (Alexandria),4.699999809265137
The Hayden,4.699999809265137
The Harp Bar And Restaurant,4.699999809265137
Mad Greek Deli,4.699999809265137
The Habit Burger Grill (907 NW Ballard Way),4.699999809265137
The Habit Burger Grill (839 W Riverdale Rd),4.699999809265137
