category,num_restaurants
Sandwiches-American-Healthy-Deli-Italian,1
Sandwiches-American-Healthy-Deli-Salads-Sandwich-Family Meals,1
Sandwiches-American-Healthy-Deli-Sandwich-Salads-Family Meals,1
Sandwiches-American-Healthy-Desserts-Juice and Smoothies-Burgers-Salads-Deli-Vegetarian,1
Sandwiches-American-Healthy-Desserts-Salads-Pizza,1
Sandwiches-American-Healthy-European-Eastern European,1
American-Breakfast and Brunch-Exclusive to Eats,1
Sandwiches-American-Healthy-Family Friendly,1
Sandwiches-American-Healthy-Gluten Free-Gluten Free Friendly-Pizza-Pasta-Family Friendly,1
Sandwiches-American-Healthy-Greek-Mediterranean,1
Sandwiches-American-Healthy-Group Friendly,1
Sandwiches-American-Healthy-Italian-Deli,1
Sandwiches-American-Healthy-Juice and Smoothies,1
Sandwiches-American-Healthy-Kids Friendly-Comfort Food-Chicken,1
Sandwiches-American-Healthy-Mediterranean-Salads-Sandwich,1
Sandwiches-American-Healthy-Salads,1
Sandwiches-American-Healthy-Salads-Gourmet-Vegetarian Friendly-Vegan Friendly-Italian-Pizza-Allergy Friendly,1
Sandwiches-American-Healthy-Salads-Salads,1
Sandwiches-American-Healthy-Soup-Deli-Desserts-Salads,1
Sandwiches-American-Healthy-Specialty Foods,1
Sandwiches-American-Ice Cream-Desserts,1
American-Breakfast and Brunch-Ethiopian,1
Sandwiches-American-Pizza,1
Sandwiches-American-Pizza-Black-owned,1
Sandwiches-American-Pizza-Healthy,1
Sandwiches-American-Salads,1
African-Ethiopian-Vegetarian-Alcohol-Drinks-Liquor Stores-Wine,1
Sandwiches-American-Vegan Friendly,1
Sandwiches-Asian-Comfort Food,1
Sandwiches-Bakery-Desserts,1
Sandwiches-Bar Food-Alcohol,1
Wings-Fried Chicken-Soul Food-Fast Food-American,1
Sandwiches-Breakfast and Brunch-Coffee and Tea-Pastry,1
Sandwiches-Burgers,1
Wings-Japanese-Fried Chicken,1
Sandwiches-Burgers-American-Comfort Food-Family Meals,1
Sandwiches-Burgers-Comfort Food,1
Sandwiches-Burgers-Salads-American-Vegetarian Friendly,1
Sandwiches-Burgers-Salads-Healthy,1
Sandwiches-Burgers-Salads-Healthy-Exclusive to Eats,1
Sandwiches-Burgers-Steak,1
Sandwiches-Cafe-Specialty Foods-Gift Store,1
Sandwiches-Caribbean-Chicken,1
African-Ethiopian-Vegan,1
Sandwiches-Chicken-Comfort Food-Fried Chicken,1
Sandwiches-Chicken-Fried Chicken,1
Sandwiches-Chicken-New American,1
Sandwiches-Coffee and Tea,1
Sandwiches-Coffee and Tea-Pastry,1
Sandwiches-Coffee and Tea-Salads,1
Sandwiches-Coffee and Tea-Vegan-Bakery,1
Sandwiches-Comfort Food,1
Sandwiches-Comfort Food-American-Alcohol,1
Sandwiches-Comfort Food-American-Family Friendly,1
Sandwiches-Comfort Food-Fast Food-Healthy-Juice and Smoothies,1
Sandwiches-Deli-American,1
Sandwiches-Deli-Breakfast and Brunch,1
Sandwiches-Deli-Salads-Healthy,1
Sandwiches-Desserts,1
Sandwiches-Desserts-Kids Friendly,1
Sandwiches-Drinks-Soup,1
Sandwiches-Exclusive to Eats,1
Sandwiches-Fast Food-American-Healthy-Sandwich-American,1
Sandwiches-Healthy-Breakfast and Brunch-Bakery,1
Sandwiches-Healthy-Breakfast and Brunch-Coffee and Tea,1
Sandwiches-Healthy-Vietnamese,1
Sandwiches-Indian-Kebab,1
Sandwiches-Italian-Deli,1
Sandwiches-Juice and Smoothies,1
Sandwiches-Juice and Smoothies-Comfort Food,1
Wings-Korean-Asian Fusion-Family Meals-Group Friendly,1
Sandwiches-Juice and Smoothies-Salads,1
Sandwiches-Kebab-Wings,1
Sandwiches-Kids Friendly-Family Meals,1
Sandwiches-Korean-Asian-American,1
Sandwiches-Korean-Breakfast and Brunch,1
Sandwiches-Mediterranean,1
Sandwiches-Mediterranean-Bowls,1
Sandwiches-Mediterranean-Salads-Desserts-Healthy-Family Meals,1
Sandwiches-Mexican-Burritos,1
Sandwiches-Mexican-Burritos-Burgers-Burgers-American-Breakfast and Brunch-Mexican-Fried Chicken-Fried Chicken-Fried Foods-Comfort Food-Comfort Food-Tacos-Tacos,1
Wings-Korean-Asian Fusion-Group Friendly,1
Sandwiches-Middle Eastern-Healthy-Sandwich-American-Healthy-Salads-Chicken-Pizza-Pastry-Lebanese-Exclusive to Eats,1
Sandwiches-Pizza-Salads-Group Friendly,1
Sandwiches-Pizza-Wings,1
American-Breakfast and Brunch-Empanada,1
Wings-Korean-Asian-Chicken,1
Sandwiches-Salads-Chicken,1
Sandwiches-Salads-Desserts-Alcohol,1
Sandwiches-Salads-Tacos,1
Sandwiches-Salads-Vegetarian Friendly,1
Sandwiches-Soup-Salads-Chicken,1
Sandwiches-South American,1
Sandwiches-Steak-Allergy Friendly,1
Sandwiches-Steak-Pasta,1
Sandwiches-Tacos-Fish &amp; Seafood,1
Sandwiches-Vegan Friendly-Gluten Free Friendly-Allergy Friendly,1
Sandwiches-Vietnamese,1
Sandwiches-Wings,1
Sandwiches-Wings-American-Family Friendly,1
Sanwiches-American-Breakfast and Brunch,1
Scottish-Modern European-Alcohol,1
American-Breakfast and Brunch-Diner-Desserts-Family Meals,1
American-Breakfast and Brunch-Diner,1
Seafood-American-Alcohol,1
Seafood-American-Asian-Alcohol,1
Seafood-American-Burgers-Chicken-Allergy Friendly,1
Seafood-American-Cajun,1
Seafood-American-Chicken,1
Seafood-American-Chicken-Comfort Food,1
Seafood-American-Chicken-Fish and Chips-Family Meals,1
Seafood-American-Chicken-Pasta-Cajun,1
American-Breakfast and Brunch-Desserts-Specialty Foods,1
Seafood-American-Desserts-Western-Wings-Chicken-Fish and Chips-Comfort Food-Cajun,1
Seafood-American-Drinks,1
Seafood-American-Exclusive to Eats,1
American-Breakfast and Brunch-Desserts-Sandwich-Salads-Healthy,1
American-Breakfast and Brunch-Desserts-Salads-Healthy,1
Seafood-American-Family Meals-Fish and Chips-Chicken,1
Seafood-American-Fish and Chips-American-Traditional American-Bar Food-Bar Food-Mexican-Tacos-Tacos,1
Seafood-American-Fish and Chips-Family Meals-Chicken,1
Seafood-American-Hawaiian,1
Seafood-American-Healthy-Gluten Free Friendly-Desserts,1
Seafood-American-Japanese,1
Seafood-American-New American,1
Seafood-American-Rice-bowls,1
Wings-Korean-Chicken-Asian Fusion-Family Meals-Family Friendly,1
Seafood-American-Salads-Sandwich-Healthy,1
American-Breakfast and Brunch-Desserts-Kids Friendly-Pastry,1
Seafood-American-Sandwiches-Cajun,1
Seafood-American-Seafood-Comfort Food-Comfort Food-Salads-Salads-Gluten Free-Gluten Free Friendly,1
Seafood-American-Soul Food-Fast Food-Fish and Chips,1
Seafood-American-Soup,1
Seafood-American-Soup-Fish and Chips,1
American-Breakfast and Brunch-Desserts-Kids Friendly-Comfort Food-Coffee and Tea-Dount,1
Seafood-American-Southern-Alcohol,1
American-Breakfast and Brunch-Desserts-Ice Cream + Frozen Yogurt,1
Seafood-American-Southern-Allergy Friendly-Family Meals,1
Seafood-American-Southern-Breakfast and Brunch,1
Seafood-American-Southern-Burgers,1
Seafood-American-Southern-Cajun,1
Seafood-American-Southern-Cajun-Comfort Food,1
Seafood-American-Southern-Cajun-Family Meals-Chinese,1
Seafood-American-Southern-Chinese,1
Seafood-American-Southern-Comfort Food,1
Seafood-American-Southern-Desserts,1
American-Breakfast and Brunch-Desserts-Family Meals-Family Friendly,1
American-Breakfast and Brunch-Desserts-Family Friendly-Group Friendly,1
Seafood-American-Southern-Family Friendly-Sushi,1
American-Breakfast and Brunch-Desserts-Family Friendly,1
Seafood-American-Southern-Family Meals-Family Friendly,1
Seafood-American-Southern-Family Meals-Group Friendly,1
Seafood-American-Southern-Fish &amp; Seafood-Soul Food-Fried Foods-Black-owned,1
Seafood-American-Southern-Fish and Chips-Black-owned,1
Seafood-American-Southern-Fried Foods-Fish &amp; Seafood-Soul Food-Black-owned,1
Seafood-American-Southern-Gluten Free-Gluten Free Friendly-Salads-Family Meals,1
Seafood-American-Southern-Gluten Free-Gluten Free Friendly-Salads-Healthy,1
Seafood-American-Southern-Group Friendly,1
American-Breakfast and Brunch-Desserts-Exclusive to Eats,1
American-Breakfast and Brunch-Desserts-Coffee and Tea-Sandwich,1
Seafood-American-Southern-Healthy-Gluten Free-Gluten Free Friendly,1
Seafood-American-Southern-Salads-Healthy,1
Seafood-American-Southern-Salads-Noodles,1
Wings-Korean-Family Friendly,1
Seafood-American-Southern-Seafood-Fish and Chips,1
Seafood-American-Southern-Soul Food,1
Seafood-American-Southern-Spanish-Steak,1
Seafood-American-Southern-Wings,1
Seafood-American-Southern-Wings-Salads-Healthy,1
Seafood-American-Southern-Women-owned,1
Seafood-American-Steak-Healthy-Desserts,1
Seafood-American-Traditional American-Southern-Comfort Food,1
Wings-Mexican-Comfort Food,1
Seafood-American-Wings-Cajun-Soul Food-Fish &amp; Seafood-Southern,1
Seafood-American-Wings-Desserts-Chicken-Kids Friendly-Sandwich-Family Meals,1
Seafood-Asian,1
Seafood-Asian Fusion-Asian-Chinese-Family Meals,1
Seafood-Asian-Asian Fusion-Family Friendly,1
Seafood-Asian-Chinese-Vegetarian Friendly,1
Seafood-Asian-Japanese-Group Friendly,1
Seafood-Asian-Kids Friendly,1
Seafood-Bar Food-Pub-Burgers,1
Seafood-Black-owned-Cajun,1
Seafood-Bowls-Salads-Rolls,1
Seafood-Breakfast and Brunch-American-Family Friendly-Exclusive to Eats-Allergy Friendly-Group Friendly,1
Seafood-Breakfast and Brunch-Family Meals,1
American-Breakfast and Brunch-Desserts-Bakery-Exclusive to Eats,1
Seafood-Burgers-Comfort Food,1
Seafood-Burgers-Sandwiches,1
Seafood-Burritos-Burgers,1
American-Breakfast and Brunch-Desserts-Allergy Friendly-Pastry-Gluten Free Friendly,1
Seafood-Cajun-Asian-Family Meals,1
Seafood-Cajun-Chicken,1
Seafood-Cajun-Comfort Food-Family Friendly,1
Seafood-Cajun-Creole,1
Seafood-Cajun-Desserts,1
Wings-New American,1
Seafood-Cajun-Family Meals,1
Seafood-Cajun-Salads-Sandwich-Southern-Healthy,1
Seafood-Cajun-Southern,1
Seafood-Cajun-Southern-Soul Food-American,1
Seafood-Caribbean,1
Seafood-Chicken,1
Seafood-Chicken-American-Fish and Chips-Family Meals,1
Seafood-Chicken-Burgers-Allergy Friendly,1
Seafood-Chicken-Comfort Food,1
Seafood-Chicken-Drinks-Mexican,1
Wings-Pasta-Italian,1
Seafood-Chicken-Family Meals-Fish and Chips-American,1
Seafood-Chicken-Hawaiian,1
Seafood-Chicken-Healthy,1
Seafood-Chicken-Mexican,1
Seafood-Chicken-Noodles,1
Wings-Pizza,1
Seafood-Chicken-Sandwich,1
Seafood-Chicken-Snacks,1
Wings-Pizza-Desserts-Italian-PIzza-American,1
Seafood-Chinese-Family Meals,1
Seafood-Chinese-Sushi,1
Seafood-Chinese-Vegetarian Friendly,1
Seafood-Chinese-Vegetarian Friendly-Family Meals-Family Friendly-Exclusive to Eats,1
Seafood-Chinese-Vegetarian Friendly-Family Meals-Family Friendly-Group Friendly,1
Seafood-Coffee and Tea-Bubble Tea,1
Wings-Pizza-Salads-Sandwich-Desserts-Healthy,1
Seafood-Comfort Food-Allergy Friendly,1
Seafood-Comfort Food-Cajun,1
Seafood-Comfort Food-Healthy,1
Wings-Pizza-Salads-Sandwich-Healthy,1
Seafood-Comfort Food-Southern,1
Seafood-Desserts-Kids Friendly,1
Seafood-Desserts-Mexican,1
Seafood-Dumplings-Chinese-Vegetarian Friendly,1
American-Breakfast and Brunch-Desserts-Allergy Friendly-Exclusive to Eats,1
Seafood-Family Friendly-Family Meals-Sushi,1
American-Breakfast and Brunch-Desserts-Alcohol,1
Seafood-Fast Food-American-Fish and Chips,1
Seafood-Fast Food-American-Fish and Chips-Family Meals,1
American-Breakfast and Brunch-Comfort Food-Fast Food-Vegetarian Friendly,1
American-Breakfast and Brunch-Comfort Food-Family Meals-Women-owned,1
Wings-Pizza-Sandwich-Exclusive to Eats,1
American-Breakfast and Brunch-Comfort Food-Family Meals,1
Seafood-Fish &amp; Seafood-Comfort Food-Poke-Hawaiian-Sushi,1
American-Breakfast and Brunch-Comfort Food-Allergy Friendly,1
Seafood-Fish and Chips,1
American-Breakfast and Brunch-Coffee and Tea-Dinner-Desserts-Salads-Steak-Sandwich,1
Seafood-Fish and Chips-Family Friendly,1
Wings-Poke-Comfort Food,1
Seafood-Fish and Chips-Fish &amp; Seafood-American-Comfort Food-Tacos,1
Seafood-Fish and Chips-Seafood-Fish and Chips,1
Seafood-Fried Chicken-Wings,1
American-Breakfast and Brunch-Coffee and Tea-Diner-Desserts-Salads-Steak-Sandwich-Healthy-Family Friendly,1
Seafood-Healthy-American-Desserts-Juice and Smoothies-Comfort Food-Fish and Chips-South American-Southern,1
Seafood-Healthy-Gluten Free-Asian Fusion-Poke-Salads,1
Seafood-Healthy-Vegetarian,1
Seafood-Indian-Vegetarian Friendly,1
American-Breakfast and Brunch-Coffee and Tea-Diner-Desserts-Salads-Steak-Sandwich-Healthy,1
Seafood-Italian-Pasta,1
Wings-Ramen-Bubble Tea,1
Seafood-Local Specialities-Affordable Meals,1
American-Breakfast and Brunch-Coffee and Tea-Diner-Desserts-Salads-Steak-Sandwich-Family Meals-Healthy-Family Friendly,1
Seafood-Mexican-Latin American-Burgers-Tacos,1
Seafood-Mexican-Tacos-South American-Healthy,1
Seafood-Mexican-Tex Mex,1
American-Breakfast and Brunch-Coffee and Tea-Diner-Desserts-Salads-Steak-Sandwich-Family Meals,1
Seafood-Mexican-Vegetarian Friendly-Family Friendly,1
Wings-Ramen-Rice-bowls,1
Seafood-Noodles-Chicken,1
Seafood-Noodles-Soup,1
Seafood-Pasta,1
Seafood-Pasta-Chicken,1
Seafood-Pasta-Sandwich,1
Seafood-Pasta-Sandwich-Salads-Healthy,1
Seafood-Pho-Poke,1
Wings-Salads-American,1
Seafood-Pizza-Italian,1
Seafood-Salads-Comfort Food,1
Seafood-Salads-Desserts,1
Seafood-Salads-Gluten Free-Gluten Free Friendly-American-Salads-Healthy,1
Seafood-Salads-Mexican-Healthy,1
Seafood-Salads-Pasta-Desserts-Healthy,1
Seafood-Salads-Sandwich,1
Seafood-Salads-Sandwich-Healthy,1
Seafood-Salads-Sandwich-Healthy-Family Meals-Exclusive to Eats,1
Seafood-Salads-Sandwiches,1
Seafood-Sandwich-Burgers,1
Seafood-Sandwich-Desserts,1
Seafood-Sandwich-Hawaiian-BBQ-Salads-Family Meals,1
Seafood-Sandwich-Salads,1
Seafood-Sandwich-Salads-Healthy,1
Seafood-Sandwich-Salads-Kids Friendly-Soup-Rolls,1
Seafood-Sandwiches,1
Seafood-Sandwiches-Burgers,1
Seafood-Sandwiches-Desserts,1
Wings-Salads-Burgers,1
American-Breakfast and Brunch-Coffee and Tea-Alcohol,1
Seafood-Soup-Empanada-Mexican,1
Seafood-Southern-Asian Fusion,1
Seafood-Southern-BBQ,1
American-Breakfast and Brunch-Chicken,1
Seafood-Southern-Fish and Chips,1
Seafood-Southern-Sandwiches,1
Seafood-Southern-Soul Food,1
Seafood-Southern-Steak,1
Seafood-Southern-Traditional American-American-Comfort Food,1
Seafood-Spanish-Desserts,1
Seafood-Sushi-Asian,1
Seafood-Sushi-Japanese-Vegetarian Friendly-Allergy Friendly,1
Seafood-Sushi-Rolls-Vegetarian-Vegetarian Friendly,1
Wings-Salads-Fast Food,1
Seafood-Tacos-Breakfast and Brunch-Salvadorian-Caribbean,1
Seafood-Taiwanese-Chinese-Desserts,1
Seafood-Thai-Asian,1
Wings-Salads-Sandwiches,1
Seafood-Thai-Asian-Vegetarian Friendly-Family Friendly,1
Seafood-Thai-Vegetarian Friendly-Asian-Vietnamese,1
Seafood-Vegan Friendly-Asian-Gluten Free Friendly-Vegetarian Friendly,1
Seafood-Vegetarian Friendly-Chinese-Cantonese,1
Seafood-Vegetarian Friendly-Chinese-Cantonese-Desserts,1
Seafood-Vegetarian-Chicken-Mexican-Wings-Healthy-Alcohol,1
Seafood-Vegetarian-Sandwich-Family Meals-Healthy-Black-owned,1
Seafood-Wings-Chicken-Fish and Chips,1
Wings-Sandwich,1
Seafood-Wings-Salads-Healthy,1
Seafood-Wings-Sandwiches,1
Sichuan-Chinese-Family Meals-Allergy Friendly,1
Wings-Sandwich-American,1
Snacks-American,1
Snacks-American-Desserts-Everyday Essentials-Convenience-Home &amp; Personal Care,1
Snacks-Bakery-Comfort Food-Desserts-American-Desserts,1
Snacks-Bakery-Desserts-Comfort Food-Desserts-American,1
Snacks-Bakery-Desserts-Donuts-Desserts,1
Snacks-Bakery-Pastry-Desserts-Desserts,1
Snacks-Comfort Food-Healthy,1
Snacks-Comfort Food-Kids Friendly,1
American-Breakfast and Brunch-Cafe-Coffee and Tea-Gourmet-Kids Friendly-New American-Sandwich-Salads-Traditional American-Western-Healthy,1
Snacks-Desserts-American-Allergy Friendly,1
Snacks-Desserts-Bakery,1
Snacks-Drinks,1
American-Breakfast and Brunch-Cafe,1
Snacks-Everyday Essentials-Convenience-Alcohol,1
American-Breakfast and Brunch-Burritos,1
American-Breakfast and Brunch-Burgers-Salads-Sandwich-Healthy-Family Meals,1
Snacks-Grocery-Grocery-Everyday Essentials-Drinks-Convenience,1
Wings-Sandwich-Burgers,1
Snacks-Ice Cream + Frozen Yogurt-chocolatier-Everyday Essentials-Convenience-Home &amp; Personal Care,1
Snacks-Kids Friendly-Comfort Food,1
Snacks-Kids Friendly-Everyday Essentials-Convenience-Home &amp; Personal Care,1
Snacks-Local Specialities-Specialty Foods-Gift Store,1
Snacks-Mexican,1
Snacks-Mexican-Comfort Food,1
Snacks-Mexican-Exclusive to Eats,1
Snacks-Mexican-Latin American-Fast Food,1
Snacks-Sandwich,1
Snacks-Sandwich-Pizza,1
Snacks-Sandwiches,1
Snacks-Sandwiches-Salads-Mac and Cheese-Hot Dog,1
Snacks-Vegan-Vegan Friendly-Ethiopian,1
American-Breakfast and Brunch-Burgers-Salads-Sandwich-Family Meals,1
American-Breakfast and Brunch-Burgers-Salads,1
Soul Food-American-Breakfast and Brunch,1
American-Breakfast and Brunch-Burgers-Chicken-Sandwich,1
Soul Food-American-Burgers-Allergy Friendly,1
Soul Food-American-Burgers-Black-owned,1
Soul Food-American-Burgers-Black-owned-Chicken-Fried Chicken-Fish and Chips,1
Soul Food-American-Burgers-Exclusive to Eats,1
Soul Food-American-Burgers-Exclusive to Eats-Fried Chicken,1
Soul Food-American-Burgers-Sandwich-Comfort Food,1
Soul Food-American-Burgers-Southern,1
Soul Food-American-Cajun,1
Wings-Sandwich-Chicken,1
Soul Food-American-Desserts,1
Soul Food-American-Exclusive to Eats,1
Soul Food-American-Kids Friendly,1
Soul Food-American-Sandwich-Black-owned,1
Soul Food-American-Sandwich-Salads-Healthy,1
Wings-Sandwich-Deli,1
Soul Food-American-Sandwiches-Allergy Friendly,1
American-Breakfast and Brunch-Bakery,1
Soul Food-American-West African,1
Soul Food-BBQ,1
Soul Food-Black-owned,1
Soul Food-Black-owned-Family Friendly-Allergy Friendly,1
Soul Food-Burgers-Sandwich-Exclusive to Eats,1
Soul Food-Caribbean-American,1
Soul Food-Caribbean-Comfort Food,1
Soul Food-Chicken-Black-owned,1
Soul Food-Chicken-Desserts,1
Soul Food-Comfort Food,1
Soul Food-Comfort Food-American,1
Soul Food-Comfort Food-Comfort Food-American-Wings-Fried Chicken-Fried Chicken-Black-owned,1
Soul Food-Exclusive to Eats,1
Soul Food-Fish and Chips-BBQ-Southern,1
Soul Food-Jamaican-Seafood,1
Soul Food-New American-Wings,1
Soul Food-Salads-Desserts,1
Soul Food-Sandwiches-Burgers,1
Soul Food-Seafood-Black-owned,1
Soul Food-Soup-Sandwich,1
Soul Food-Steak-Chicken-Desserts-Exclusive to Eats,1
Soul Food-Vegetarian Friendly,1
Soul Food-Wings,1
Soul Food-Wings-Steak-Family Friendly-Alcohol,1
Soup-Chinese-Chicken,1
Soup-Comfort Food-Hot Dog,1
Soup-Healthy-Salads,1
Soup-Salads,1
Soup-Salads-Caribbean,1
Soup-Salads-Sandwiches-Bowls-Healthy,1
Soup-Steak-Salads-Mexican-Burritos-Burgers-Kids Friendly-Sandwich-Tacos-Desserts-Salvadorian,1
Soup-Thai,1
Soup-Vietnamese-Noodles,1
South American-Latin American-Group Friendly,1
South American-Portuguese-Chicken,1
South Asian-Indian-Asian-Family Friendly-Exclusive to Eats,1
South East Asian,1
South East Asian-Chicken-Filipino,1
South East Asian-Noodles-Soup,1
American-Breakfast and Brunch-Bagels-Bakery-Jewish,1
Wings-Sandwich-Fast Food,1
South Indian-Indian-Vegetarian Friendly,1
Southern-Allergy Friendly,1
Southern-American,1
Southern-American-Comfort Food,1
Southern-American-Comfort Food-Soul Food,1
Southern-American-Fast Food-Family Meals-Family Friendly,1
Southern-Black-owned-American,1
Southern-Black-owned-Fried Foods,1
Southern-Black-owned-Soul Food,1
Southern-Breakfast and Brunch,1
Southern-Cajun,1
Southern-Chicken-Sandwich-Family Friendly-Black-owned,1
Southern-Chicken-Wings,1
Southern-Comfort Food,1
Southern-Comfort Food-BBQ,1
Southern-Comfort Food-BBQ-Black-owned,1
Southern-Desserts-Kids Friendly,1
Wings-Seafood-Chicken,1
Southern-Salads-Wings-Allergy Friendly,1
Southern-Seafood-American,1
Southern-Seafood-Comfort Food-Allergy Friendly-Black-owned,1
Southern-Soul Food,1
Southern-Soul Food-American,1
Southern-Soul Food-Chicken,1
Southern-Soul Food-Chicken-Seafood-Cajun-Comfort Food,1
Southern-Soul Food-Salads-Healthy-Family Friendly,1
Southern-South American-Family Meals-Family Friendly,1
Southern-Traditional American-BBQ,1
Southern-Traditional American-Sandwich,1
American-Breakfast and Brunch-Bagels,1
Spanish-American-Bar Food-Family Meals-Latin American,1
Spanish-Breakfast and Brunch-Desserts-Vegetarian-Healthy,1
Spanish-Comfort Food,1
Spanish-Dominican-Latin American,1
Spanish-Juice and Smoothies,1
Wings-Seafood-Sandwiches-Soul Food-Comfort Food-Comfort Food,1
Spanish-Latin American-Comfort Food,1
Spanish-Latin American-Puerto Rican-Cuban-Caribbean-Latin Fusion,1
Spanish-Latin American-Salads-Allergy Friendly-Healthy,1
Wings-South African-Chicken-Salads-Portuguese-Healthy-Family Friendly-Group Friendly-Alcohol,1
Spanish-Mexican-Latin American-Family Friendly,1
Spanish-Mexican-New Mexican,1
Spanish-Peruvian-Family Friendly,1
Spanish-Pizza,1
Spanish-Salads-Comfort Food-Healthy,1
Spanish-Salvadorian-Mexican,1
Spanish-Sandwich,1
Spanish-Sandwich-Alcohol,1
Spanish-Sandwich-Salads,1
Spanish-Sandwiches-Burgers,1
Spanish-Sandwiches-Mediterranean,1
Spanish-Seafood-American,1
Spanish-Seafood-Desserts-Family Meals-Family Friendly,1
American-Breakfast and Brunch-American-Comfort Food-Burgers-Family Meals-Family Friendly,1
Spanish-Seafood-Mediterranean-Alcohol,1
American-Breakfast &amp; Brunch-Vegetarian-Friendly-Gluten-Free Friendly-Family Meals,1
American-Breakfast &amp; Brunch-Salads-Family Meals,1
Spanish-Seafood-Tacos,1
wings-Sandwich-Burgers-Family Friendly,1
Spanish-Vegetarian-Vegetarian Friendly-Healthy,1
Specialty Foods-Chicken-Seafood,1
Specialty Foods-Coffee and Tea-Bakery-Gift Store,1
Specialty Foods-Coffee and Tea-Desserts-Gift Store,1
Specialty Foods-Desserts-Ice Cream + Frozen Yogurt-Gift Store,1
American-Breakfast &amp; Brunch-New American-Chicken-Family Meals,1
Specialty Foods-Gift Store-Candy,1
Specialty Foods-Gift Store-Grocery,1
Specialty Foods-Grocery,1
Specialty-Scandinavian-Sandwich-Seafood-Desserts-Breakfast and Brunch,1
Spicy Hot Pot-Indian Curry-Family Meals,1
Steak,1
American-Breakfast &amp; Brunch-Desserts-Family Friendly,1
Steak-American-Burgers-Allergy Friendly-Family Meals,1
Steak-American-Burgers-Seafood-Chicken,1
Steak-American-Burgers-Seafood-Chicken-Family Friendly,1
Steak-American-Comfort Food,1
Steak-American-Comfort Food-Healthy-ButcherShop,1
Steak-American-Family Friendly,1
American-Breakfast &amp; Brunch-Comfort Food-Family Meals-Fried Chicken-Sandwich-Family Friendly,1
Steak-American-Fast Food-Allergy Friendly,1
Steak-American-Fast Food-Burgers-Sandwich-Salads-Allergy Friendly-Family Meals-Healthy,1
Steak-American-Fast Food-Exclusive to Eats-Seafood-Healthy-Alcohol,1
Steak-American-Fast Food-Family Meals,1
Steak-American-Fast Food-Sandwich-Steak-Chicken-Burgers,1
Steak-American-Fish &amp; Seafood,1
Steak-American-Halal,1
American-Breakfast &amp; Brunch-Breakfast and Brunch-Family Meals,1
Steak-American-Salads-Healthy,1
Steak-American-Sandwich-Healthy-Desserts,1
Steak-American-Sandwich-Seafood,1
American-Breakfast &amp; Brunch-Allergy Friendly-Family Friendly,1
American-Bowls,1
Steak-American-Seafood-Pasta-Salads,1
Steak-American-Seafood-Salads-Pasta,1
Steak-American-Wine-Healthy,1
Steak-BBQ-Family Friendly,1
American-Black-owned-Seafood,1
Steak-Brazilian-Family Friendly,1
American-Black-owned-Hot Dog,1
American-Barfood-Wings-Fish and Chips-Desserts-Fast Food-Bar Food-Sandwich,1
Steak-Chicken-Salads-Healthy-Family Meals,1
Steak-Chicken-Vegan,1
Steak-Creole-Seafood,1
Steak-Exclusive to Eats,1
Wings-Traditional American-American-Chicken-Comfort Food-Soul Food-Bar Food-Family Meals,1
Women-owned-Black-owned-Personal Care-Retail-Gift Store,1
American-Barfood-Wings,1
Steak-Salads-Pasta-American-Italian,1
Steak-Salads-Seafood-Healthy,1
Steak-Sandwich-Salads-Brazilian-Venezuelan,1
Steak-Seafood-Brazilian,1
American-Bar Food-Vegetarian-Friendly-Gluten-Free Friendly,1
Steak-Seafood-Burgers-Sandwich-Salads-Breakfast and Brunch-Healthy-Family Friendly-Exclusive to Eats,1
Steak-Seafood-Cajun,1
Steak-Seafood-Exclusive to Eats,1
American-Bar Food-Snacks,1
Steak-Sushi-Japanese-Group Friendly,1
Steak-Traditional American-Breakfast and Brunch-Wings,1
Steakhouse-American,1
Steakhouse-American-New American,1
Steakhouse-American-Salads-Healthy,1
Steakhouse-Steak-American,1
Street Food-Mexican-Exclusive to Eats-Group Friendly,1
American-Bar Food-Sandwiches-Burgers,1
American-Bar Food-Salads-Sandwich-Healthy,1
Sushi-Asian Fusion-Family Friendly,1
Sushi-Asian-Allergy Friendly,1
Sushi-Asian-Asian Fusion-Comfort Food-Japanese-Western-style Japanese Food-Rolls,1
Sushi-Asian-Asian Fusion-Family Friendly,1
Sushi-Asian-Bubble Tea,1
Sushi-Asian-Chinese-Rice-bowls-Family Meals-Family Friendly-Alcohol-Group Friendly,1
Sushi-Asian-Family Friendly,1
bookstore,1
American-Bar Food-Salads-Healthy-Family Friendly,1
American-Bar Food-Pub-Alcohol,1
American-Bar Food-Fried Chicken-Alcohol,1
Sushi-Asian-Japanese-Burgers-Salads-Desserts-Healthy-Family Meals-Family Friendly,1
Sushi-Asian-Japanese-Burgers-Salads-Healthy-Family Meals,1
Sushi-Asian-Japanese-Exclusive to Eats-Group Friendly,1
American-Bar Food-Family Friendly-Comfort Food-Pasta-Salads-Sandwiches-Steak-Wings-Burgers,1
Affordable Meals-Burgers-Fast Food,1
Sushi-Asian-Japanese-Family Friendly-Soup-Salads-Rice Dishes-Noodles-Desserts-Local Specialities-Group Friendly,1
American-Bar Food-Family Friendly-Alcohol,1
Sushi-Asian-Japanese-Family Meals-Group Friendly,1
Sushi-Asian-Japanese-Kids Friendly,1
Sushi-Asian-Japanese-Noodles,1
Sushi-Asian-Japanese-Rice-bowls,1
American-Bar Food-Family Friendly,1
