zip_code, num_restaurants
53018,16
98512,16
75601,16
5661,16
20895,16
53185,16
54904,16
20910,16
35068,16
05701,16
54313,16
53129,16
23453,16
76022,16
35080,16
98310,16
54241,16
53105,16
78204,16
35603,16
25705,16
75224,16
84032,16
22153,16
75208,16
79416,16
54476,16
55811,16
25302,16
76040,16
22485,16
24551,16
25438,15
24112,15
75038,15
60050,15
24202,15
75227,15
53593,15
84128,15
53121,15
76119,15
53546,15
23238,15
53208,15
75241,15
5602,15
98403,15
98022,15
20879,15
25840,15
54234,15
98248,15
78613,15
23707,15
35903,15
97206,15
53158,15
78749,15
98311,14
54729,14
20876,14
98664,14
26201,14
82930,14
54449,14
84042,14
35214,14
75150,14
22124,14
35226,14
82718,14
75116,14
23692,14
53225,14
75232,14
53228,14
53074,14
75693,14
60030,14
20018,14
36561,14
20912,14
20904,14
22664,14
75702,13
20747,13
76240,13
76306,13
78219,13
78214,13
98506,13
98421,13
23663,13
23703,13
24541,13
25703,13
35071,13
97236,13
53089,13
53110,13
84414,13
99338,13
84108,13
54501,13
54703,13
54751,13
84054,13
54981,13
20194,13
75019,13
78746,13
78735,13
78727,13
78640,12
98229,12
5676,12
23226,12
35023,12
35203,12
20712,12
54022,12
53027,12
25143,12
98327,12
35055,12
54494,12
23237,12
98264,12
26104,12
35749,12
98332,12
54452,12
76140,12
20743,12
78722,12
75089,12
78239,12
78723,12
98597,12
24210,12
23901,12
78228,12
54603,11
78703,11
98367,11
20015,11
22802,11
5149,11
05452,11
22039,11
45680,11
76036,11
24179,11
78717,11
54952,11
98446,11
98685,11
75791,11
20124,11
53083,11
98177,11
99337,11
23505,11
23323,11
24592,11
24572,11
35950,11
99001,11
75134,11
35243,11
23455,11
20020,11
53916,11
78237,11
54656,11
23139,11
79410,11
78222,11
78221,11
25813,11
98338,11
78220,11
98354,11
98136,11
82007,11
23430,10
84124,10
23513,10
20132,10
25303,10
25064,10
53572,10
23702,10
53098,10
75137,10
78721,10
77356,10
77378,10
78202,10
53150,10
35022,10
82501,10
98642,10
24201,10
78738,10
98465,10
26534,10
00987,10
99004,10
23072,10
98053,10
84060,10
53218,10
25541,10
98296,10
25443,10
98284,10
00924,10
53714,9
53210,9
23608,9
54868,9
99224,9
53818,9
53821,9
20112,9
79382,9
24017,9
53532,9
24019,9
84721,9
35811,9
23150,9
84129,9
20105,9
24504,9
54017,9
25530,9
53597,9
24701,9
23504,9
25403,9
35750,9
25071,9
05641,9
76123,9
84098,9
75201,9
26452,9
26726,9
20851,9
54937,9
98045,9
53020,9
53206,9
35763,9
26037,9
23851,8
24013,8
53718,8
24078,8
78681,8
75215,8
53080,8
75159,8
76120,8
35759,8
53012,8
75141,8
78257,8
78248,8
53122,8
78756,8
53143,8
78208,8
20816,8
00957,8
82520,8
22125,8
98467,8
55802,8
36345,8
54636,8
25560,8
98292,8
25419,8
53404,8
23324,8
98221,8
25311,8
54209,8
75226,8
54166,8
78744,8
53574,8
98178,8
53588,8
54130,8
84103,8
24482,8
76020,8
23836,8
23523,7
53042,7
84737,7
78731,7
35757,7
35223,7
53168,7
53177,7
84501,7
75602,7
26150,7
53224,7
53235,7
25427,7
53527,7
25213,7
53563,7
24477,7
24084,7
23970,7
99403,7
53959,7
23875,7
54110,7
05495,7
23605,7
00646,7
84087,7
98837,7
23181,7
78729,7
22968,7
54941,7
55807,7
84009,7
22508,7
20187,7
22307,7
82901,7
98579,7
60051,7
75662,7
60099,7
20855,7
98671,7
98674,7
00959,7
20783,7
78231,7
78266,7
76016,7
75228,7
76008,7
5156,7
97080,7
20019,7
54140,6
25015,6
53575,6
98110,6
23662,6
54201,6
54208,6
53548,6
25314,6
84092,6
54403,6
54474,6
25411,6
84332,6
23141,6
25704,6
99203,6
98360,6
53205,6
54944,6
22655,6
54971,6
20181,6
5641,6
00983,6
5819,6
5851,6
78726,6
22213,6
98513,6
75253,6
82801,6
20722,6
82301,6
97086,6
53024,6
35020,6
98019,6
75035,6
78224,6
78225,6
77385,6
99353,6
35211,6
97051,6
97239,6
53086,6
75165,6
76105,6
35810,6
99324,6
24083,6
53925,6
24016,6
54021,6
54107,6
26031,5
24523,5
79412,5
53525,5
53520,5
35210,5
00953,5
53085,5
25315,5
98528,5
25523,5
76052,5
84081,5
5443,5
84040,5
22835,5
22812,5
54455,5
98942,5
22311,5
53948,5
54162,5
78260,5
26836,5
35218,5
54482,5
98445,5
53182,5
35901,5
82716,5
75125,5
98663,5
54025,5
76273,5
60085,5
75202,5
53029,5
22712,5
54210,5
20853,5
75071,5
53090,5
23607,5
5091,5
22657,5
26155,5
75203,5
75093,5
84765,5
5060,5
78754,5
53533,5
24175,5
84093,5
23507,5
76247,5
78728,5
78203,5
53589,5
05201,5
53944,5
05446,5
78108,5
23842,5
23075,5
35213,4
98047,4
76309,4
53076,4
97055,4
76302,4
35215,4
05301,4
75238,4
25507,4
53120,4
35222,4
25535,4
24588,4
53103,4
84653,4
20260,4
5403,4
76118,4
37617,4
20052,4
54154,4
54165,4
3087,4
23114,4
5701,4
5733,4
5735,4
54211,4
97210,4
82935,4
25312,4
53534,4
75707,4
26070,4
98252,4
84144,4
23325,4
11743,4
05672,4
84310,4
05408,4
75240,4
05404,4
54720,4
25405,4
35803,4
53181,4
60081,4
82636,4
20886,4
84337,4
53069,4
25880,4
20115,4
35005,4
82331,4
6460,4
82201,4
99016,4
22645,4
20740,4
78736,4
78211,4
25430,4
35058,4
25921,4
22611,4
35207,4
35208,4
53583,4
22553,4
98158,4
35212,4
77316,4
84319,3
98321,3
84335,3
25550,3
20010-2513,3
25702,3
54669,3
35905,3
99204,3
78730,3
98075,3
5001,3
23047,3
22963,3
22960,3
05149,3
22841,3
76017,3
54942,3
53811,3
53809,3
5495,3
22624,3
53910,3
22620,3
26170,3
22560,3
22546,3
55806,3
75757,3
20746,3
75246,3
84005,3
00918,3
26187,3
26362,3
53805,3
99022,3
53726,3
5677,3
54124,3
54126,3
99217,3
53184,3
53183,3
20012,3
5143,3
53179,3
53954,3
US,3
24219,3
35040,3
53037,3
05676,3
98010,3
24301,3
77488,3
75042-6829,3
20784,3
20782,3
35217,3
76226,3
76208,3
53118,3
20774,3
78610,3
78620,3
24901,3
54138,3
75172,3
53578,3
76103,3
20565,3
05482,3
53559,3
78664,3
23661,3
97222,3
53558,3
53555,3
75233,3
97219,3
23509,3
75204,3
53530,3
20748,3
23503,3
53061,3
53508,3
75237-2426,3
78676,3
23314,3
17225,3
54628,2
00923,2
05468,2
05495-8290,2
05602,2
05735,2
20109-3458,2
20110-8423,2
20112-8685,2
20121-2456,2
20147-5880,2
20151-3241,2
20166-2295,2
20170-4542,2
20176-3317,2
20705,2
20710,2
20737,2
20770,2
20781,2
20814-3260,2
20837,2
20841,2
22025-1997,2
22042-3002,2
22203-1812,2
22305-3127,2
22306-2843,2
22308,2
22314-1720,2
22315-3223,2
22603-3943,2
22932,2
22939,2
23009,2
23129,2
23140,2
23321-2006,2
23322-5231,2
23487,2
23602-4313,2
23603,2
23666-3378,2
23801,2
23950,2
24055,2
24148,2
24211,2
24273,2
24293,2
24503,2
25159,2
25389-0004,2
25401-1838,2
25414-4964,2
25425,2
25506,2
25801-3118,2
25862,2
25873,2
26040,2
26287,2
26431,2
26501-2269,2
26543,2
26847,2
29579,2
35127,2
35224,2
35234,2
35611,2
35748,2
35756,2
35808,2
36305,2
43889,2
44155,2
45619,2
5033,2
53002,2
53019,2
53022-4552,2
53033,2
53038,2
53040,2
53058,2
53066-4898,2
53079,2
53085-2848,2
53104,2
53114,2
53115-2038,2
53119,2
53125,2
53126,2
53132-9416,2
53139,2
53142-3539,2
53170,2
53178,2
53189-8423,2
53214-3605,2
53503,2
53528,2
53536,2
53560,2
53569,2
53570,2
53582,2
53598,2
53704-3706,2
53717-1718,2
53911,2
53941,2
53943,2
53950,2
53963,2
5401,2
54136,2
54149,2
54169,2
54180,2
54217,2
54303-4708,2
54304-4616,2
54467-4140,2
54495,2
54614,2
54615,2
54913-9294,2
54947,2
55811-5605,2
5663,2
5828,2
60050-1422,2
60073-1333,2
60096,2
75013-4637,2
75146-1874,2
75181,2
75182,2
75223,2
75236,2
75248,2
75254,2
75603,2
75605-5093,2
75701-9406,2
75702-6511,2
75708,2
75762,2
76060,2
76086-5576,2
76107-6574,2
76155,2
76301-4410,2
76308-3562,2
76310,2
77303-1597,2
77306,2
77358,2
77382,2
78226,2
78245,2
78256,2
78744-1320,2
78747,2
79411,2
79414-4305,2
82072,2
82225,2
84041-5644,2
84047-1802,2
84065-6416,2
84102-2804,2
84120-1303,2
84326,2
84404-3904,2
84660-1308,2
84738,2
84790-8158,2
949,2
961,2
97056,2
97231,2
98008-3908,2
98031-3390,2
98070,2
98077,2
98106-1444,2
98205,2
98257,2
98274,2
98346,2
98422,2
98433,2
98520,2
98584,2
98944,2
99021,2
99027,2
76135-3605,1
78261,1
76135-3002,1
76133-5701,1
76116-5423,1
76108-4440,1
76107-6528,1
78640-9461,1
78653,1
76105-4955,1
76087-8556,1
76054-2609,1
76039-8101,1
76028-7025,1
76020-2518,1
76017-1142,1
76013,1
76005,1
78704-4317,1
75979,1
75809,1
78717-1011,1
78719,1
75706,1
75703-5242,1
75703-4349,1
78725,1
75702-6453,1
75662-6052,1
75647,1
75645,1
78729-4402,1
75605-1802,1
75270,1
78732,1
75252,1
75251,1
75237-3528,1
78737,1
75237-3312,1
75231,1
75224-3528,1
992081207,1
75212,1
78745-1221,1
75211,1
00969,1
75210,1
75207,1
7875,1
75166,1
75152,1
78751-3606,1
75098-7069,1
75098-4916,1
75075-3701,1
75074-7402,1
75074-5317,1
75070-6476,1
78758-7813,1
75070-1922,1
75062,1
75061,1
75051,1
75042-6623,1
992122555,1
75042-5000,1
75041-5324,1
75040-4707,1
00963,1
79415,1
75040-2775,1
75039,1
75034,1
75024,1
82001-5449,1
82005,1
75023-4021,1
75023-2600,1
82040,1
68502,1
00962,1
67248,1
00961-6107,1
65400,1
64323,1
63112,1
62935,1
62664,1
60564,1
60422,1
60087,1
60083,1
82644,1
60071,1
60048,1
82718-7264,1
60046-9030,1
59601,1
5860,1
5839,1
5655,1
83014,1
83025,1
83043,1
56303,1
838434014,1
55812,1
84003-2559,1
55811-5600,1
55808,1
55805,1
55803,1
84014-1850,1
55802-2006,1
55009,1
84021,1
54986,1
84029,1
54968,1
84032-1440,1
84036,1
54915-4196,1
54913-9101,1
54911-8487,1
84041-1143,1
992181202,1
54911-5713,1
54904-9137,1
84043-4156,1
54902-9202,1
54901-4701,1
54758,1
992181930,1
84050,1
54755,1
54742,1
54703-1026,1
84059,1
5468,1
54618,1
54601-7906,1
84065-4339,1
00949-4106,1
54562,1
5452,1
84070-4111,1
54481-5305,1
5446,1
54448,1
840782701,1
840789701,1
54427,1
54401-5373,1
84084-1894,1
54401-4139,1
54311-4502,1
84088-9011,1
54303-4964,1
54301-5128,1
54229,1
54228,1
84095-1283,1
54212,1
54173,1
84097-7745,1
54171,1
54155,1
54141,1
992234811,1
54082,1
54021-1724,1
54016-9493,1
53955,1
53946,1
53919,1
53812,1
84109-1129,1
84109-2138,1
53719-1303,1
53715-1834,1
84115 ,1
84115-1961,1
53715-1508,1
53715-1037,1
53706,1
53704-7401,1
84119-3400,1
53704-3716,1
00927,1
53703-1012,1
53531,1
84123-5319,1
53529,1
53517,1
53516,1
53515,1
53511-3976,1
53406-4403,1
53254,1
53235-6045,1
00926-2521,1
53225-4256,1
53224-2113,1
53219-1561,1
84339,1
53204-1820,1
84341-1902,1
84341-2221,1
53202-1121,1
53192,1
53191,1
99301-3446,1
84404-4950,1
53188-1605,1
84405-3582,1
84405-3720,1
53186-4712,1
84460,1
53185-2070,1
84542,1
53167,1
84601-4419,1
53149-1743,1
53128,1
84648,1
53108,1
53101,1
84655,1
53091,1
993014054,1
53083-4603,1
84664,1
84701,1
53083-1806,1
84720-1905,1
53080-2005,1
53072-6915,1
993014322,1
53066-1311,1
53065,1
84770-3033,1
84770-6545,1
53051-2856,1
53046,1
00926-2122,1
85065,1
87214,1
90804,1
92130,1
92201,1
92591,1
93257,1
00926-2100,1
953,1
99336-3651,1
97018,1
97019,1
53044,1
97030-5569,1
53018-2917,1
53018-2125,1
99336-8101,1
53013,1
53012-2725,1
5059,1
97201-5805,1
47712,1
46545,1
45638,1
44273,1
44041,1
44032,1
38119,1
36549,1
36542-2837,1
36511,1
36350,1
36340,1
36303-2160,1
97216-8404,1
36265,1
97217-7584,1
35957,1
35907,1
35904,1
35773,1
3574,1
97227-1160,1
35739,1
97230-1425,1
993362991,1
35622,1
35613,1
35603-1504,1
35244-3503,1
35233-2105,1
976,1
35233-1944,1
98001-6537,1
35228,1
980024148,1
980026797,1
35221,1
35206,1
98004-5910,1
35203-2207,1
980053023,1
35178,1
98006-1326,1
98006-1400,1
980061264,1
980061763,1
35151,1
35118,1
993367120,1
35115,1
35114,1
98011-3143,1
980112938,1
35111,1
980121520,1
980125624,1
98014,1
35085,1
35083,1
35077,1
35073,1
98022-3542,1
980228242,1
35072,1
98024,1
35064,1
35056,1
980275304,1
33756,1
980282702,1
33408,1
30252,1
98030-6405,1
98030-7610,1
98030-7940,1
980306366,1
26851,1
00925-3702,1
980311542,1
26750,1
98032-2721,1
98032-4322,1
26719,1
98033-5857,1
980337054,1
26506,1
98034-5233,1
98034-7523,1
980340127,1
980347504,1
26505-4858,1
980365090,1
980366970,1
26426,1
26408,1
26361,1
26241-9729,1
98042-7350,1
980427353,1
26070-1058,1
260623720,1
26041-2315,1
26003-6824,1
98052-4448,1
98052-4449,1
980524403,1
26003-4161,1
98053-5500,1
25962,1
25951,1
980563337,1
25918,1
98057-2005,1
980573229,1
25901,1
980586828,1
25882,1
98063,1
25844,1
00925-2867,1
25832,1
980728504,1
25827,1
25825,1
980757253,1
00925,1
25818,1
25801-3114,1
25601,1
98101-1614,1
25571,1
25545,1
98103-4753,1
25504-1836,1
98104-3899,1
254144476,1
98105-4121,1
98105-4342,1
98105-4509,1
25411-1835,1
99352-4111,1
25389,1
98107-4022,1
98107-4811,1
25306,1
25305,1
98109-5501,1
25168,1
25070,1
25003,1
98115-5433,1
245926831,1
98116-2814,1
98116-4108,1
24558,1
24540-0037,1
98118-4745,1
98118-5502,1
981185017,1
24502-2944,1
24486,1
24440,1
24343,1
98125-4427,1
24290,1
98126-4148,1
24202-5984,1
98133-6913,1
98133-9006,1
24202-1802,1
24168,1
241483483,1
24101,1
98146-3550,1
238511851,1
23847-2518,1
981551146,1
238341456,1
238036571,1
981661924,1
238032573,1
981684124,1
237034506,1
981773121,1
237012642,1
23690,1
98188-2803,1
98188-2829,1
98188-3324,1
236694405,1
981989250,1
236661999,1
23664,1
236621915,1
98203-2212,1
235183824,1
982043860,1
99352-4141,1
235171985,1
98208-2857,1
23517-1925,1
982212234,1
23513-4038,1
982238718,1
23510-2426,1
982251317,1
982256540,1
234643627,1
98226-5560,1
982263590,1
982268080,1
23456-7730,1
234542201,1
98233-3207,1
98233-3441,1
98247,1
23452-1764,1
982482568,1
234517501,1
982528476,1
993524141,1
23451-3539,1
234346516,1
23432,1
98270-4731,1
234306063,1
233243004,1
982721415,1
233225233,1
982735516,1
00921-3618,1
233204871,1
982755435,1
233143210,1
982773173,1
98278,1
23255,1
982841238,1
232363103,1
982902539,1
23231-4415,1
982926237,1
982929811,1
98294,1
23229-5513,1
23228-2741,1
98310-4624,1
23225-6411,1
23219-3734,1
98312-2861,1
98314,1
231887803,1
231855349,1
98327-7730,1
98329,1
23185-2724,1
98333,1
23120,1
983351711,1
23112-3307,1
23112-2088,1
98345,1
00921,1
983469404,1
98349,1
23103,1
983547003,1
98359,1
23089,1
98362,1
23086,1
983665603,1
230723566,1
23063,1
983707527,1
229801754,1
22980-1615,1
983723136,1
22952,1
983734354,1
983735646,1
22947,1
22942,1
983759300,1
22911-5604,1
983838513,1
22903-3018,1
983877501,1
22902-5084,1
22846,1
98392,1
22842-9649,1
98402-2204,1
98402-3004,1
22840,1
22827,1
22664-2005,1
22663,1
984060000,1
984062457,1
22660,1
98407-3154,1
22642,1
984087220,1
22630-3644,1
22630-3000,1
224855973,1
98421-1309,1
00920,1
22482,1
993622214,1
98443,1
22443,1
22331,1
22314-3193,1
22314-2825,1
984651608,1
22310-3265,1
984664416,1
22309-3614,1
22307-6530,1
22304-4612,1
98499-4644,1
22211,1
22204-2906,1
22204-2306,1
985031007,1
22201-3810,1
22193-1448,1
22182-3924,1
985132246,1
22182-2402,1
985165726,1
00917,1
22181,1
985289697,1
22180-5727,1
985311853,1
22172,1
985323045,1
98541,1
98576,1
22134,1
98580,1
Milwaukee,1
98589,1
22060,1
985979425,1
22046-4412,1
22046-2916,1
22042-3219,1
986263112,1
22033-3834,1
986324651,1
22003-3109,1
21509,1
98660-3152,1
21202,1
20910-4428,1
20901,1
20874-2617,1
20855-1215,1
208500,1
20850-1727,1
20850-0315,1
20818,1
20772,1
20722-1437,1
20593,1
20197,1
98801-1517,1
20180,1
98815,1
98823,1
20170-5502,1
20170-3802,1
20170-3446,1
989023065,1
989026200,1
20166-2351,1
20158,1
98908-3043,1
20151-2117,1
989263677,1
20106,1
000961,1
98948,1
98953,1
20059,1
20045,1
99005,1
20032,1
20018-2836,1
United States,1
20002-7024,1
99026,1
WA,1
20002-3343,1
99114,1
20001-4315,1
991634906,1
20001-4202,1
99201-0203,1
992010656,1
20001-4107,1
99202-1728,1
20001-3716,1
20001-1118,1
1545,1
14818,1
78212-3238,1
78217-2102,1
78217-6312,1
78210-3013,1
78209-4854,1
78205-2412,1
7820,1
78154-1306,1
78109-1032,1
78043,1
77665,1
992065151,1
77328,1
78228-2145,1
77040,1
78229-3317,1
76308-3866,1
78230-3252,1
76308-2724,1
76305,1
78232-1385,1
78232-3726,1
76262-6900,1
76262-6633,1
78237-2300,1
76248-3618,1
76226-6308,1
76201,1
76182-8676,1
06889,1
76182-8401,1
78247-4222,1
76180-7214,1
76177-8272,1
05001,1
76177-7605,1
76137-3406,1
78258-3222,1
76137-2922,1
